carat,cut,color,clarity,depth,table,price,x,y,z,volume,x/y_ratio,t/d_ratio,category_color,category_clarity
1.0,Premium,E,VS1,60.4,59.0,7744,6.51,6.54,3.94,167.75,1.0,0.98,Colorless,Very Slightly Included
0.31,Ideal,F,IF,61.4,56.0,1061,4.38,4.41,2.7,52.15,0.99,0.91,Colorless,Internally Flawless
0.4,Very Good,D,VS2,63.3,58.0,845,4.63,4.66,2.94,63.43,0.99,0.92,Colorless,Very Slightly Included
0.32,Very Good,G,VS2,62.3,55.0,544,4.38,4.41,2.73,52.73,0.99,0.88,Near Colorless,Very Slightly Included
1.54,Premium,F,VS2,62.4,59.0,14578,7.43,7.38,4.62,253.33,1.01,0.95,Colorless,Very Slightly Included
1.05,Premium,E,I1,61.4,58.0,2964,6.53,6.46,3.99,168.31,1.01,0.94,Colorless,Included
1.05,Premium,G,VS2,61.9,59.0,5821,6.56,6.52,4.05,173.22,1.01,0.95,Near Colorless,Very Slightly Included
1.0,Good,G,VS1,63.9,55.0,6028,6.34,6.28,4.03,160.46,1.01,0.86,Near Colorless,Very Slightly Included
0.3,Very Good,I,VS1,63.3,59.0,608,4.23,4.2,2.67,47.44,1.01,0.93,Near Colorless,Very Slightly Included
0.3,Very Good,E,VS2,62.4,57.0,658,4.24,4.26,2.65,47.87,1.0,0.91,Colorless,Very Slightly Included
1.0,Good,G,VVS2,60.9,56.0,7492,6.49,6.52,3.96,167.57,1.0,0.92,Near Colorless,Very Very Slightly Included
0.39,Premium,F,VS1,60.6,55.0,1092,4.77,4.73,2.88,64.98,1.01,0.91,Colorless,Very Slightly Included
0.31,Very Good,G,SI1,63.0,56.0,462,4.3,4.34,2.72,50.76,0.99,0.89,Near Colorless,Slightly Included
0.31,Premium,G,VS2,61.8,58.0,435,4.35,4.39,2.7,51.56,0.99,0.94,Near Colorless,Very Slightly Included
0.6,Ideal,F,SI1,61.5,58.0,1646,5.38,5.41,3.32,96.63,0.99,0.94,Colorless,Slightly Included
0.31,Ideal,G,SI2,60.5,57.0,523,4.4,4.36,2.65,50.84,1.01,0.94,Near Colorless,Slightly Included
0.3,Very Good,D,VS2,62.6,61.0,710,4.22,4.25,2.65,47.53,0.99,0.97,Colorless,Very Slightly Included
0.41,Ideal,G,VVS1,62.1,55.0,1230,4.79,4.74,2.96,67.21,1.01,0.89,Near Colorless,Very Very Slightly Included
0.33,Premium,G,VS1,60.3,58.0,621,4.5,4.52,2.72,55.32,1.0,0.96,Near Colorless,Very Slightly Included
0.7,Very Good,F,VS1,61.8,59.0,2895,5.66,5.76,3.53,115.08,0.98,0.95,Colorless,Very Slightly Included
0.28,Very Good,E,VVS1,62.1,57.0,707,4.17,4.21,2.6,45.64,0.99,0.92,Colorless,Very Very Slightly Included
0.7,Very Good,I,VS1,63.3,55.0,1995,5.64,5.6,3.56,112.44,1.01,0.87,Near Colorless,Very Slightly Included
0.35,Ideal,D,VS1,60.8,57.0,952,4.61,4.57,2.79,58.78,1.01,0.94,Colorless,Very Slightly Included
1.0,Ideal,G,SI1,61.0,57.0,5622,6.47,6.44,3.94,164.17,1.0,0.93,Near Colorless,Slightly Included
0.76,Premium,F,IF,60.6,60.0,4150,5.89,5.85,3.56,122.67,1.01,0.99,Colorless,Internally Flawless
1.0,Fair,G,SI1,43.0,59.0,3634,6.32,6.27,3.97,157.32,1.01,1.37,Near Colorless,Slightly Included
1.0,Very Good,G,SI1,62.6,59.0,4844,6.29,6.33,3.95,157.27,0.99,0.94,Near Colorless,Slightly Included
1.03,Good,D,SI2,57.6,58.0,4177,6.6,6.67,3.82,168.16,0.99,1.01,Colorless,Slightly Included
0.25,Very Good,F,VVS2,62.0,59.0,576,3.99,4.04,2.49,40.14,0.99,0.95,Colorless,Very Very Slightly Included
1.1,Ideal,H,VS2,60.5,57.0,5347,6.73,6.7,4.06,183.07,1.0,0.94,Near Colorless,Very Slightly Included
1.03,Ideal,G,VVS1,61.7,56.0,7708,6.45,6.56,4.0,169.25,0.98,0.91,Near Colorless,Very Very Slightly Included
1.14,Very Good,J,SI1,63.3,55.0,4173,6.6,6.67,4.2,184.89,0.99,0.87,Near Colorless,Slightly Included
1.1,Ideal,D,VS1,61.9,56.0,10144,6.58,6.61,4.09,177.89,1.0,0.9,Colorless,Very Slightly Included
0.73,Premium,F,SI2,60.5,57.0,2351,5.84,5.8,3.52,119.23,1.01,0.94,Colorless,Slightly Included
0.71,Ideal,H,VS1,60.3,59.0,2487,5.75,5.79,3.48,115.86,0.99,0.98,Near Colorless,Very Slightly Included
0.7,Good,D,VVS1,61.0,61.0,4407,5.69,5.72,3.48,113.26,0.99,1.0,Colorless,Very Very Slightly Included
1.33,Ideal,G,VVS1,62.2,54.0,12255,7.02,7.06,4.38,217.08,0.99,0.87,Near Colorless,Very Very Slightly Included
1.15,Premium,H,SI1,62.0,58.0,5506,6.77,6.66,4.16,187.57,1.02,0.94,Near Colorless,Slightly Included
0.53,Ideal,F,VVS1,61.6,56.0,2896,5.18,5.24,3.21,87.13,0.99,0.91,Colorless,Very Very Slightly Included
1.3,Very Good,F,SI2,61.1,58.0,6149,6.98,7.02,4.28,209.72,0.99,0.95,Colorless,Slightly Included
1.05,Premium,F,VVS2,61.3,59.0,8693,6.56,6.48,4.0,170.04,1.01,0.96,Colorless,Very Very Slightly Included
0.57,Premium,G,VS2,59.7,59.0,1608,5.37,5.41,3.22,93.55,0.99,0.99,Near Colorless,Very Slightly Included
0.63,Very Good,D,SI1,62.8,57.0,1885,5.4,5.46,3.41,100.54,0.99,0.91,Colorless,Slightly Included
0.91,Very Good,E,SI2,60.3,59.0,3638,6.28,6.25,3.78,148.36,1.0,0.98,Colorless,Slightly Included
1.2,Premium,D,VS2,61.6,60.0,8693,6.78,6.72,4.16,189.54,1.01,0.97,Colorless,Very Slightly Included
1.01,Premium,E,SI1,63.0,61.0,5077,6.42,6.37,4.03,164.81,1.01,0.97,Colorless,Slightly Included
1.05,Premium,H,SI1,59.3,58.0,5161,6.65,6.61,3.93,172.75,1.01,0.98,Near Colorless,Slightly Included
0.34,Ideal,F,VS2,62.2,55.0,641,4.47,4.5,2.79,56.12,0.99,0.88,Colorless,Very Slightly Included
1.19,Premium,I,VS2,61.7,57.0,5439,6.84,6.77,4.2,194.49,1.01,0.92,Near Colorless,Very Slightly Included
0.52,Premium,D,SI1,58.7,58.0,1720,5.32,5.28,3.11,87.36,1.01,0.99,Colorless,Slightly Included
0.53,Good,I,SI2,63.6,58.0,942,5.08,5.11,3.24,84.11,0.99,0.91,Near Colorless,Slightly Included
1.11,Ideal,E,VS2,61.0,57.0,9625,6.65,6.7,4.08,181.78,0.99,0.93,Colorless,Very Slightly Included
0.32,Ideal,G,IF,61.1,57.0,918,4.41,4.43,2.7,52.75,1.0,0.93,Near Colorless,Internally Flawless
0.36,Ideal,F,VS2,61.5,55.0,807,4.6,4.57,2.82,59.28,1.01,0.89,Colorless,Very Slightly Included
1.03,Ideal,F,SI2,61.8,56.0,4454,6.49,6.46,4.0,167.7,1.0,0.91,Colorless,Slightly Included
0.33,Premium,I,VS1,59.5,60.0,668,4.54,4.5,2.69,54.96,1.01,1.01,Near Colorless,Very Slightly Included
0.7,Very Good,F,VS2,62.4,57.0,2956,5.67,5.71,3.55,114.93,0.99,0.91,Colorless,Very Slightly Included
0.32,Ideal,E,VS2,62.0,55.0,900,4.46,4.38,2.74,53.53,1.02,0.89,Colorless,Very Slightly Included
2.01,Very Good,H,SI1,60.1,60.0,17476,8.25,8.2,4.94,334.19,1.01,1.0,Near Colorless,Slightly Included
0.32,Ideal,G,VS1,61.2,56.0,645,4.39,4.43,2.7,52.51,0.99,0.92,Near Colorless,Very Slightly Included
0.9,Good,G,SI2,64.1,56.0,3246,6.12,6.08,3.91,145.49,1.01,0.87,Near Colorless,Slightly Included
1.08,Ideal,F,VS2,61.0,57.0,7781,6.61,6.68,4.06,179.27,0.99,0.93,Colorless,Very Slightly Included
0.31,Ideal,H,VVS1,61.8,57.0,907,4.35,4.32,2.68,50.36,1.01,0.92,Near Colorless,Very Very Slightly Included
1.02,Premium,H,VS2,61.8,58.0,5241,6.49,6.43,3.99,166.51,1.01,0.94,Near Colorless,Very Slightly Included
0.35,Ideal,E,VS2,61.6,55.0,984,4.54,4.49,2.78,56.67,1.01,0.89,Colorless,Very Slightly Included
0.32,Ideal,F,SI1,60.9,55.0,586,4.46,4.53,2.72,54.95,0.98,0.9,Colorless,Slightly Included
2.53,Premium,H,SI2,62.6,60.0,14659,8.66,8.55,5.39,399.09,1.01,0.96,Near Colorless,Slightly Included
0.55,Ideal,E,SI1,61.4,55.0,1668,5.29,5.26,3.24,90.15,1.01,0.9,Colorless,Slightly Included
0.58,Ideal,H,IF,61.6,57.0,2211,5.34,5.37,3.3,94.63,0.99,0.93,Near Colorless,Internally Flawless
0.52,Premium,E,VS2,60.6,58.0,1622,5.23,5.2,3.16,85.94,1.01,0.96,Colorless,Very Slightly Included
0.7,Good,G,VVS1,58.5,62.0,3380,5.8,5.82,3.4,114.77,1.0,1.06,Near Colorless,Very Very Slightly Included
0.52,Ideal,H,VS2,61.3,55.0,1401,5.2,5.24,3.2,87.19,0.99,0.9,Near Colorless,Very Slightly Included
0.3,Ideal,G,VVS1,62.7,54.0,764,4.3,4.34,2.71,50.57,0.99,0.86,Near Colorless,Very Very Slightly Included
0.71,Ideal,F,VS1,61.7,55.0,3041,5.73,5.77,3.55,117.37,0.99,0.89,Colorless,Very Slightly Included
0.4,Ideal,G,VVS2,62.6,53.0,917,4.72,4.77,2.97,66.87,0.99,0.85,Near Colorless,Very Very Slightly Included
1.02,Ideal,J,SI2,61.6,55.0,2611,6.49,6.43,3.98,166.09,1.01,0.89,Near Colorless,Slightly Included
0.33,Very Good,F,VVS2,62.5,59.0,810,4.4,4.47,2.77,54.48,0.98,0.94,Colorless,Very Very Slightly Included
1.01,Premium,F,SI2,62.9,59.0,4616,6.32,6.27,3.96,156.92,1.01,0.94,Colorless,Slightly Included
0.32,Very Good,F,VVS2,62.0,55.0,717,4.38,4.42,2.73,52.85,0.99,0.89,Colorless,Very Very Slightly Included
1.5,Very Good,E,VS2,62.1,60.0,14256,7.27,7.31,4.53,240.74,0.99,0.97,Colorless,Very Slightly Included
1.02,Good,G,VS2,63.2,57.0,6058,6.38,6.41,4.04,165.22,1.0,0.9,Near Colorless,Very Slightly Included
0.33,Ideal,E,IF,61.9,57.0,1129,4.41,4.45,2.74,53.77,0.99,0.92,Colorless,Internally Flawless
0.65,Premium,D,SI1,60.5,58.0,2134,5.61,5.57,3.38,105.62,1.01,0.96,Colorless,Slightly Included
0.3,Ideal,F,IF,59.8,58.0,873,4.37,4.46,2.64,51.45,0.98,0.97,Colorless,Internally Flawless
1.21,Premium,G,SI2,60.3,58.0,5529,6.96,6.9,4.18,200.74,1.01,0.96,Near Colorless,Slightly Included
0.7,Ideal,I,VVS2,62.7,54.0,2487,5.65,5.69,3.55,114.13,0.99,0.86,Near Colorless,Very Very Slightly Included
0.51,Premium,G,VS2,61.3,59.0,1443,5.17,5.11,3.15,83.22,1.01,0.96,Near Colorless,Very Slightly Included
1.54,Premium,D,VS2,62.7,59.0,16921,7.33,7.29,4.58,244.74,1.01,0.94,Colorless,Very Slightly Included
0.43,Very Good,F,SI1,61.6,59.0,792,4.83,4.87,2.99,70.33,0.99,0.96,Colorless,Slightly Included
0.33,Premium,I,VVS1,61.9,60.0,780,4.44,4.41,2.74,53.65,1.01,0.97,Near Colorless,Very Very Slightly Included
0.9,Good,I,VVS1,62.4,61.0,3972,6.05,6.09,3.79,139.64,0.99,0.98,Near Colorless,Very Very Slightly Included
0.41,Very Good,E,SI1,63.2,56.0,1015,4.74,4.72,2.99,66.89,1.0,0.89,Colorless,Slightly Included
0.31,Ideal,G,IF,61.9,56.0,871,4.33,4.35,2.68,50.48,1.0,0.9,Near Colorless,Internally Flawless
1.54,Very Good,F,SI1,58.8,60.0,11650,7.54,7.59,4.45,254.67,0.99,1.02,Colorless,Slightly Included
1.04,Ideal,G,VS2,62.5,57.0,6709,6.49,6.46,4.05,169.8,1.0,0.91,Near Colorless,Very Slightly Included
0.62,Ideal,E,SI1,61.7,54.0,2054,5.53,5.49,3.4,103.22,1.01,0.88,Colorless,Slightly Included
0.9,Very Good,D,SI1,63.5,57.0,4304,6.15,6.11,3.89,146.17,1.01,0.9,Colorless,Slightly Included
0.36,Ideal,H,VS1,61.5,55.0,651,4.59,4.62,2.83,60.01,0.99,0.89,Near Colorless,Very Slightly Included
0.3,Ideal,F,VVS1,62.1,55.0,1114,4.32,4.31,2.68,49.9,1.0,0.89,Colorless,Very Very Slightly Included
1.4,Premium,I,VS1,61.6,59.0,7722,7.22,7.17,4.43,229.33,1.01,0.96,Near Colorless,Very Slightly Included
1.7,Very Good,H,SI2,60.8,56.0,10255,7.67,7.72,4.68,277.11,0.99,0.92,Near Colorless,Slightly Included
0.33,Ideal,G,VS1,61.8,56.0,666,4.42,4.45,2.74,53.89,0.99,0.91,Near Colorless,Very Slightly Included
1.06,Ideal,F,VS1,61.9,57.0,7345,6.53,6.55,4.05,173.22,1.0,0.92,Colorless,Very Slightly Included
0.4,Very Good,G,SI1,59.2,61.0,702,4.78,4.81,2.84,65.3,0.99,1.03,Near Colorless,Slightly Included
1.1,Ideal,J,SI2,60.1,57.0,4624,6.77,6.74,4.06,185.26,1.0,0.95,Near Colorless,Slightly Included
0.9,Fair,H,VS2,65.5,57.0,3226,6.05,6.01,3.95,143.62,1.01,0.87,Near Colorless,Very Slightly Included
0.32,Premium,G,VVS2,61.2,59.0,730,4.39,4.44,2.7,52.63,0.99,0.96,Near Colorless,Very Very Slightly Included
0.33,Ideal,E,VS1,62.7,57.0,1002,4.45,4.38,2.77,53.99,1.02,0.91,Colorless,Very Slightly Included
0.73,Very Good,E,SI1,63.3,60.0,2523,5.65,5.7,3.59,115.62,0.99,0.95,Colorless,Slightly Included
1.51,Premium,G,SI1,62.4,62.0,10688,7.25,7.12,4.48,231.26,1.02,0.99,Near Colorless,Slightly Included
2.07,Ideal,I,SI2,62.0,55.0,16337,8.22,8.12,5.07,338.4,1.01,0.89,Near Colorless,Slightly Included
1.0,Premium,E,SI2,61.0,59.0,3752,6.4,6.33,3.89,157.59,1.01,0.97,Colorless,Slightly Included
1.04,Very Good,H,SI1,63.1,58.0,4316,6.43,6.37,4.04,165.47,1.01,0.92,Near Colorless,Slightly Included
1.21,Premium,F,VS2,60.1,55.0,8870,7.01,6.91,4.18,202.48,1.01,0.92,Colorless,Very Slightly Included
0.72,Ideal,H,VVS1,62.5,57.0,2946,5.7,5.73,3.57,116.6,0.99,0.91,Near Colorless,Very Very Slightly Included
0.83,Very Good,E,SI1,62.1,58.0,3002,6.01,6.04,3.74,135.76,1.0,0.93,Colorless,Slightly Included
1.17,Ideal,J,SI1,62.3,55.0,4883,6.74,6.77,4.21,192.1,1.0,0.88,Near Colorless,Slightly Included
0.28,Ideal,F,VS1,62.0,57.0,598,4.19,4.23,2.61,46.26,0.99,0.92,Colorless,Very Slightly Included
0.53,Ideal,E,VS2,62.4,56.0,1813,5.2,5.16,3.23,86.67,1.01,0.9,Colorless,Very Slightly Included
1.0,Very Good,I,SI2,60.8,63.0,3276,6.41,6.34,3.88,157.68,1.01,1.04,Near Colorless,Slightly Included
0.46,Premium,E,VS1,62.0,58.0,1294,4.95,4.98,3.08,75.93,0.99,0.94,Colorless,Very Slightly Included
0.34,Ideal,D,SI1,60.6,56.0,803,4.54,4.51,2.74,56.1,1.01,0.92,Colorless,Slightly Included
0.3,Very Good,E,VS2,62.9,58.0,658,4.22,4.24,2.66,47.59,1.0,0.92,Colorless,Very Slightly Included
1.01,Very Good,E,VS2,60.4,58.0,6666,6.47,6.51,3.92,165.11,0.99,0.96,Colorless,Very Slightly Included
1.26,Ideal,G,SI1,59.6,57.0,6738,7.08,7.04,4.21,209.84,1.01,0.96,Near Colorless,Slightly Included
0.36,Ideal,F,VS1,61.6,56.0,819,4.62,4.64,2.85,61.09,1.0,0.91,Colorless,Very Slightly Included
2.01,Good,J,SI1,63.6,59.0,12257,7.96,8.01,5.08,323.9,0.99,0.93,Near Colorless,Slightly Included
0.4,Very Good,E,SI1,63.5,57.0,882,4.72,4.7,2.99,66.33,1.0,0.9,Colorless,Slightly Included
0.42,Ideal,J,VS1,60.9,57.0,663,4.83,4.86,2.95,69.25,0.99,0.94,Near Colorless,Very Slightly Included
0.91,Premium,G,SI2,61.3,60.0,3423,6.17,6.2,3.79,144.98,1.0,0.98,Near Colorless,Slightly Included
0.51,Ideal,G,IF,62.4,54.0,2096,5.12,5.17,3.21,84.97,0.99,0.87,Near Colorless,Internally Flawless
0.32,Very Good,D,VS2,62.5,57.0,758,4.34,4.39,2.73,52.01,0.99,0.91,Colorless,Very Slightly Included
1.77,Premium,E,VS2,61.6,58.0,15278,7.78,7.71,4.77,286.12,1.01,0.94,Colorless,Very Slightly Included
0.3,Premium,F,VVS2,61.6,58.0,737,4.28,4.35,2.66,49.52,0.98,0.94,Colorless,Very Very Slightly Included
1.51,Very Good,D,SI2,63.2,59.0,7915,7.25,7.18,4.56,237.37,1.01,0.93,Colorless,Slightly Included
1.01,Ideal,E,SI1,61.6,57.0,5206,6.44,6.49,3.98,166.35,0.99,0.93,Colorless,Slightly Included
1.58,Premium,G,VS1,60.8,58.0,11380,7.58,7.52,4.59,261.64,1.01,0.95,Near Colorless,Very Slightly Included
0.91,Premium,G,SI2,59.8,58.0,2813,6.3,6.29,3.77,149.39,1.0,0.97,Near Colorless,Slightly Included
0.7,Very Good,D,SI1,62.5,55.0,2862,5.67,5.72,3.56,115.46,0.99,0.88,Colorless,Slightly Included
0.31,Ideal,D,SI1,62.3,54.0,571,4.33,4.37,2.71,51.28,0.99,0.87,Colorless,Slightly Included
0.71,Premium,E,VS2,61.5,60.0,2858,5.76,5.68,3.52,115.16,1.01,0.98,Colorless,Very Slightly Included
1.5,Good,J,VS2,63.6,58.0,7308,7.23,7.2,4.59,238.94,1.0,0.91,Near Colorless,Very Slightly Included
0.31,Ideal,D,SI1,61.3,56.0,565,4.36,4.41,2.69,51.72,0.99,0.91,Colorless,Slightly Included
0.31,Ideal,H,VVS1,61.6,57.0,846,4.35,4.32,2.67,50.17,1.01,0.93,Near Colorless,Very Very Slightly Included
1.06,Premium,E,SI1,60.8,58.0,5485,6.59,6.54,3.99,171.96,1.01,0.95,Colorless,Slightly Included
0.32,Ideal,F,VS1,61.0,54.0,716,4.42,4.44,2.7,52.99,1.0,0.89,Colorless,Very Slightly Included
1.01,Very Good,E,SI1,63.3,58.0,5077,6.39,6.37,4.04,164.45,1.0,0.92,Colorless,Slightly Included
0.57,Ideal,D,VVS1,61.6,56.0,3126,5.33,5.35,3.29,93.82,1.0,0.91,Colorless,Very Very Slightly Included
0.9,Very Good,F,VS2,63.4,58.0,4400,6.07,6.11,3.86,143.16,0.99,0.91,Colorless,Very Slightly Included
0.46,Ideal,D,VS2,62.4,56.0,1298,4.98,4.95,3.1,76.42,1.01,0.9,Colorless,Very Slightly Included
0.9,Very Good,H,VS1,62.3,59.0,4592,6.12,6.17,3.83,144.62,0.99,0.95,Near Colorless,Very Slightly Included
1.36,Very Good,D,VVS2,62.6,58.0,14236,7.06,7.21,4.47,227.53,0.98,0.93,Colorless,Very Very Slightly Included
0.54,Good,E,SI2,63.8,54.0,1163,5.17,5.18,3.3,88.38,1.0,0.85,Colorless,Slightly Included
1.16,Ideal,H,SI1,62.2,54.0,6036,6.72,6.75,4.19,190.06,1.0,0.87,Near Colorless,Slightly Included
2.13,Very Good,J,SI1,62.8,58.0,13996,8.13,8.17,5.12,340.08,1.0,0.92,Near Colorless,Slightly Included
0.43,Ideal,F,VS2,61.5,56.0,904,4.85,4.89,2.99,70.91,0.99,0.91,Colorless,Very Slightly Included
0.7,Good,F,SI1,64.3,63.0,2059,5.58,5.55,3.58,110.87,1.01,0.98,Colorless,Slightly Included
1.01,Fair,E,SI2,64.6,59.0,3294,6.22,6.18,4.01,154.14,1.01,0.91,Colorless,Slightly Included
0.6,Premium,H,SI1,58.9,61.0,1341,5.54,5.5,3.25,99.03,1.01,1.04,Near Colorless,Slightly Included
0.9,Good,F,VS1,63.3,59.0,4508,6.03,6.07,3.83,140.19,0.99,0.93,Colorless,Very Slightly Included
0.71,Ideal,I,SI1,61.4,56.0,2376,5.73,5.77,3.53,116.71,0.99,0.91,Near Colorless,Slightly Included
0.32,Ideal,E,IF,62.6,55.0,1095,4.38,4.41,2.75,53.12,0.99,0.88,Colorless,Internally Flawless
0.38,Very Good,H,VVS1,59.1,58.0,967,4.71,4.76,2.8,62.77,0.99,0.98,Near Colorless,Very Very Slightly Included
0.24,Very Good,D,VVS2,61.3,58.0,485,3.99,4.03,2.46,39.56,0.99,0.95,Colorless,Very Very Slightly Included
1.01,Ideal,E,SI1,62.1,54.0,5599,6.5,6.41,4.01,167.08,1.01,0.87,Colorless,Slightly Included
0.9,Good,G,SI1,63.7,60.0,3669,6.11,6.07,3.88,143.9,1.01,0.94,Near Colorless,Slightly Included
0.41,Ideal,I,VS1,61.9,55.0,878,4.82,4.78,2.97,68.43,1.01,0.89,Near Colorless,Very Slightly Included
0.7,Premium,I,SI1,61.8,62.0,1914,5.69,5.64,3.5,112.32,1.01,1.0,Near Colorless,Slightly Included
0.5,Premium,E,SI2,60.1,60.0,1262,5.13,5.05,3.06,79.27,1.02,1.0,Colorless,Slightly Included
1.01,Ideal,F,SI1,62.3,58.0,5646,6.35,6.42,3.98,162.25,0.99,0.93,Colorless,Slightly Included
0.42,Very Good,G,SI1,63.2,57.0,945,4.79,4.77,3.02,69.0,1.0,0.9,Near Colorless,Slightly Included
1.7,Ideal,J,VS2,62.5,57.0,9414,7.6,7.63,4.76,276.02,1.0,0.91,Near Colorless,Very Slightly Included
0.52,Good,G,SI1,63.3,57.0,1244,5.08,5.11,3.22,83.59,0.99,0.9,Near Colorless,Slightly Included
0.4,Good,E,VVS2,58.5,60.0,1059,4.82,4.86,2.83,66.29,0.99,1.03,Colorless,Very Very Slightly Included
1.21,Ideal,H,SI2,62.6,56.0,5624,6.84,6.77,4.26,197.27,1.01,0.89,Near Colorless,Slightly Included
0.9,Very Good,H,SI2,62.3,61.0,3481,6.15,6.17,3.84,145.71,1.0,0.98,Near Colorless,Slightly Included
0.65,Premium,D,VVS2,59.9,58.0,3003,5.69,5.63,3.39,108.6,1.01,0.97,Colorless,Very Very Slightly Included
1.01,Good,J,SI1,58.8,57.0,3853,6.57,6.63,3.88,169.01,0.99,0.97,Near Colorless,Slightly Included
0.92,Ideal,J,VS1,62.4,56.0,3332,6.23,6.19,3.88,149.63,1.01,0.9,Near Colorless,Very Slightly Included
0.33,Ideal,G,IF,61.7,55.0,1052,4.47,4.45,2.75,54.7,1.0,0.89,Near Colorless,Internally Flawless
0.51,Ideal,F,SI1,61.1,55.0,1593,5.22,5.16,3.17,85.38,1.01,0.9,Colorless,Slightly Included
1.04,Premium,G,IF,61.3,58.0,9039,6.52,6.43,3.97,166.44,1.01,0.95,Near Colorless,Internally Flawless
1.07,Very Good,G,SI2,64.6,60.0,4340,6.35,6.4,4.12,167.44,0.99,0.93,Near Colorless,Slightly Included
1.22,Ideal,G,VS2,62.0,55.0,8067,6.91,6.83,4.26,201.05,1.01,0.89,Near Colorless,Very Slightly Included
0.71,Very Good,I,VVS1,63.5,57.0,2456,5.65,5.68,3.6,115.53,0.99,0.9,Near Colorless,Very Very Slightly Included
0.78,Ideal,D,SI2,61.4,57.0,3454,5.91,5.94,3.64,127.78,0.99,0.93,Colorless,Slightly Included
0.9,Ideal,H,VS2,61.9,55.0,4133,6.22,6.19,3.84,147.85,1.0,0.89,Near Colorless,Very Slightly Included
0.31,Ideal,D,VS2,61.5,56.0,734,4.34,4.37,2.68,50.83,0.99,0.91,Colorless,Very Slightly Included
0.92,Good,E,SI2,62.0,64.0,3153,6.2,6.16,3.83,146.28,1.01,1.03,Colorless,Slightly Included
0.43,Ideal,I,VS1,61.8,55.0,1218,4.88,4.9,3.02,72.21,1.0,0.89,Near Colorless,Very Slightly Included
0.3,Ideal,G,VS2,61.2,55.0,545,4.35,4.38,2.67,50.87,0.99,0.9,Near Colorless,Very Slightly Included
0.7,Ideal,E,VS2,62.5,55.0,2693,5.73,5.7,3.57,116.6,1.01,0.88,Colorless,Very Slightly Included
0.32,Premium,E,VVS2,61.5,58.0,842,4.36,4.42,2.7,52.03,0.99,0.94,Colorless,Very Very Slightly Included
0.46,Ideal,G,IF,62.1,56.0,1733,4.96,4.93,3.07,75.07,1.01,0.9,Near Colorless,Internally Flawless
0.3,Ideal,G,VVS2,61.8,57.0,665,4.29,4.32,2.66,49.3,0.99,0.92,Near Colorless,Very Very Slightly Included
0.38,Ideal,H,VVS2,62.2,54.6,832,4.62,4.66,2.89,62.22,0.99,0.88,Near Colorless,Very Very Slightly Included
2.04,Premium,H,SI1,62.5,61.0,18115,8.08,8.04,5.04,327.41,1.0,0.98,Near Colorless,Slightly Included
0.47,Premium,H,VS1,60.3,61.0,1244,5.05,5.04,3.04,77.37,1.0,1.01,Near Colorless,Very Slightly Included
0.53,Ideal,D,VS2,61.7,55.0,1857,5.21,5.23,3.22,87.74,1.0,0.89,Colorless,Very Slightly Included
0.6,Very Good,D,VVS2,60.6,57.0,2897,5.48,5.51,3.33,100.55,0.99,0.94,Colorless,Very Very Slightly Included
0.71,Ideal,E,VS2,61.0,55.0,2863,5.79,5.75,3.52,117.19,1.01,0.9,Colorless,Very Slightly Included
0.45,Ideal,G,SI2,61.9,54.0,709,4.91,4.95,3.05,74.13,0.99,0.87,Near Colorless,Slightly Included
1.04,Premium,I,SI1,61.8,60.0,4368,6.51,6.47,4.01,168.9,1.01,0.97,Near Colorless,Slightly Included
1.02,Premium,G,SI2,62.5,59.0,4370,6.42,6.37,4.0,163.58,1.01,0.94,Near Colorless,Slightly Included
0.75,Good,E,SI2,63.8,55.0,2453,5.74,5.8,3.68,122.51,0.99,0.86,Colorless,Slightly Included
0.41,Premium,E,VS1,60.6,59.0,1153,4.8,4.77,2.9,66.4,1.01,0.97,Colorless,Very Slightly Included
0.4,Ideal,E,VVS1,62.4,57.0,1333,4.67,4.72,2.93,64.58,0.99,0.91,Colorless,Very Very Slightly Included
0.7,Fair,E,SI2,70.6,56.0,1828,5.45,5.35,3.81,111.09,1.02,0.79,Colorless,Slightly Included
1.08,Very Good,G,VS2,60.6,58.0,6777,6.65,6.71,4.05,180.72,0.99,0.96,Near Colorless,Very Slightly Included
1.23,Ideal,G,VVS2,62.7,56.0,10317,6.81,6.84,4.28,199.36,1.0,0.89,Near Colorless,Very Very Slightly Included
0.55,Ideal,E,SI2,62.0,56.0,1273,5.27,5.22,3.25,89.41,1.01,0.9,Colorless,Slightly Included
0.31,Very Good,F,VS2,62.9,56.0,625,4.3,4.32,2.71,50.34,1.0,0.89,Colorless,Very Slightly Included
1.02,Very Good,G,VS1,62.6,58.0,6301,6.36,6.46,4.01,164.75,0.98,0.93,Near Colorless,Very Slightly Included
0.64,Good,J,SI2,64.7,54.0,1141,5.39,5.43,3.5,102.44,0.99,0.83,Near Colorless,Slightly Included
0.3,Premium,D,SI1,59.7,59.0,552,4.34,4.37,2.6,49.31,0.99,0.99,Colorless,Slightly Included
0.41,Premium,D,SI2,62.3,58.0,876,4.77,4.74,2.96,66.93,1.01,0.93,Colorless,Slightly Included
0.76,Ideal,F,SI2,60.3,60.0,2624,5.86,5.89,3.54,122.18,0.99,1.0,Colorless,Slightly Included
0.44,Premium,G,VVS1,60.9,59.0,1235,4.9,4.96,3.0,72.91,0.99,0.97,Near Colorless,Very Very Slightly Included
